loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	63	47	50	46	36	44	51	41	38	55	51	49	50	50	43	37	59	56	48	51	49	59	55	49	54	49	55	49	61	39	49	51	61	49	41	60	47	53	48	40	48	50	44	46	56	54	47	47	59	52	40	50	54	56	66	53	65	61	60	41	45	52	58	47	43	51	43	52	64	53	47	57	57	56	43	54	42	34	57	50	50	59	54	46	50	46	56	55	43	52	66	52	52	40	50	50	40	43	58	54
ind2	46	46	42	53	42	45	46	58	39	56	40	52	47	60	53	50	55	50	46	54	41	39	40	43	41	51	42	55	57	53	31	47	44	60	49	43	54	43	66	41	45	58	35	48	61	52	49	59	52	41	50	51	62	44	50	39	45	61	50	52	46	58	51	58	56	34	43	55	36	54	56	52	49	57	53	54	42	59	61	53	56	50	56	52	56	43	60	49	49	52	41	53	52	55	52	44	41	46	41	47
ind3	48	53	53	50	43	64	43	40	48	45	46	49	62	60	54	39	49	36	46	34	47	46	64	59	49	55	50	44	54	54	39	50	41	47	53	53	49	48	48	57	52	42	46	51	57	52	62	63	35	42	61	57	51	56	46	49	51	46	64	46	45	49	57	36	50	49	40	49	49	47	53	54	47	57	44	50	48	50	52	54	42	62	53	41	63	59	50	50	45	50	50	53	46	58	43	48	44	50	37	52
ind4	62	44	44	50	41	59	44	47	49	51	43	52	47	52	41	51	44	58	46	51	50	38	62	47	57	63	56	49	50	49	53	53	46	41	44	45	72	47	43	48	53	55	46	44	55	49	48	55	45	59	43	52	48	51	49	61	56	63	59	44	47	49	42	56	56	52	47	43	63	48	52	45	50	46	49	50	39	39	54	58	49	53	45	45	44	58	64	43	68	46	62	54	42	47	60	30	49	41	42	46
ind5	42	50	41	52	62	38	49	61	60	48	37	44	39	42	54	59	40	31	52	53	44	67	49	58	55	43	48	61	47	49	62	50	48	52	61	64	37	55	40	37	52	54	45	43	60	59	50	53	62	45	55	50	53	48	51	52	40	52	46	47	53	59	55	52	41	46	48	56	36	46	50	48	48	47	51	52	51	39	49	49	48	57	53	56	46	39	43	51	46	44	51	62	41	58	48	62	33	39	51	73
ind6	57	43	43	50	54	42	43	49	62	35	58	47	52	54	52	49	51	41	48	68	68	47	50	52	51	45	56	57	45	46	42	39	45	55	56	44	53	56	49	50	42	38	49	50	56	46	53	56	47	45	51	47	46	51	42	64	57	60	48	54	32	51	46	53	45	42	56	59	42	47	59	46	53	51	65	51	52	53	37	49	52	47	54	51	48	39	47	54	53	60	54	54	64	47	48	49	48	48	54	54
ind7	49	46	47	51	57	44	52	57	43	47	54	49	50	40	47	47	47	59	57	43	49	52	63	35	45	54	47	43	39	64	44	57	45	58	43	41	58	49	50	51	60	49	47	58	57	48	46	50	52	50	57	41	50	42	62	59	50	39	52	48	55	59	51	53	54	57	51	53	50	42	37	52	47	57	37	62	62	65	54	53	53	45	41	49	43	45	50	43	57	54	46	46	46	46	41	50	47	59	49	43
ind8	47	51	60	42	61	53	47	56	50	56	60	52	46	42	57	37	46	49	49	54	40	56	39	47	54	53	52	62	48	54	47	50	46	57	58	50	50	54	47	68	61	44	60	54	59	48	47	62	57	63	50	72	48	37	47	51	56	48	51	41	61	50	51	40	44	56	48	43	44	43	63	46	52	59	48	60	47	46	49	56	45	47	57	52	44	46	60	48	56	41	50	53	61	48	49	57	62	57	55	48
ind9	43	51	46	50	55	52	50	48	55	42	57	53	48	67	61	54	50	65	49	55	45	49	52	43	49	57	54	39	54	50	41	42	47	46	52	48	58	47	52	59	56	46	55	50	35	72	57	48	48	47	47	48	34	54	60	42	59	55	63	44	55	69	53	44	56	45	60	68	47	51	57	52	41	62	44	53	47	62	39	41	60	47	42	40	46	55	46	41	65	49	36	61	51	47	58	52	47	53	63	43
ind10	48	40	54	58	33	43	41	42	48	37	52	38	51	42	49	50	42	46	51	60	56	44	41	52	60	44	49	61	49	52	43	44	49	56	53	53	44	56	42	50	53	51	66	65	38	49	59	49	48	50	54	63	61	45	47	59	54	43	53	52	44	43	45	54	50	55	56	50	51	44	49	48	44	56	48	51	55	63	53	48	58	49	46	42	44	48	40	40	44	43	50	54	53	45	47	36	43	45	65	41
