loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	54	58	49	42	46	55	48	43	50	53	57	56	54	49	46	51	52	43	54	62	46	42	48	45	57	63	50	40	49	57	46	49	44	49	38	46	57	46	56	52	43	44	50	54	45	56	45	58	55	49	47	48	41	48	41	47	56	46	48	60	41	51	49	56	54	35	51	51	50	50	41	54	60	47	61	40	40	52	51	51	43	40	44	44	49	57	59	34	54	49	48	59	47	59	44	52	55	55	49	49
ind2	54	54	46	57	51	50	54	58	56	64	58	44	56	46	52	52	47	62	55	46	50	58	59	52	54	52	41	48	54	54	52	45	52	47	47	48	52	56	54	61	36	50	46	34	44	46	45	45	46	56	58	41	60	41	64	40	50	48	41	49	51	51	46	42	52	46	40	51	39	41	39	50	52	59	47	62	48	42	49	47	58	47	43	54	38	42	47	54	52	50	51	55	49	55	49	59	39	43	50	52
ind3	31	51	43	61	42	69	54	51	41	50	55	55	52	39	54	51	44	57	57	50	58	49	60	36	53	53	54	52	58	45	47	47	49	53	53	49	54	48	57	53	46	47	48	49	46	50	53	58	50	59	41	49	42	38	48	36	40	47	44	49	40	48	42	41	38	51	50	56	53	54	59	54	52	49	52	51	47	48	42	57	38	56	49	61	60	54	50	43	46	49	54	39	52	53	52	50	45	54	59	54
ind4	46	45	35	56	34	54	51	44	41	59	45	62	62	51	63	55	46	41	62	37	43	54	46	62	57	47	61	55	50	46	48	54	40	52	48	46	39	49	49	41	69	49	46	48	42	41	34	49	56	64	51	36	59	46	50	59	58	45	63	50	55	60	59	56	51	51	47	47	39	44	43	48	38	51	54	44	45	48	40	51	64	45	43	56	39	53	49	50	41	41	47	53	46	58	47	57	44	60	39	66
ind5	46	60	43	53	48	43	52	54	49	48	52	46	53	48	58	57	53	57	43	52	53	40	43	48	52	55	54	51	49	44	57	58	63	53	41	49	58	54	54	58	49	49	57	52	44	57	46	56	55	49	38	63	61	61	45	54	60	41	47	35	50	64	60	47	52	52	46	49	45	48	46	56	54	55	51	46	68	45	62	41	65	55	53	39	54	50	53	45	55	53	47	42	46	43	41	52	36	39	45	46
ind6	58	41	69	52	55	47	39	41	58	54	72	51	43	40	46	57	55	45	60	52	50	55	44	55	50	51	63	54	42	49	58	58	34	48	45	52	51	50	49	55	66	68	40	43	50	52	55	46	52	38	46	44	52	53	48	47	53	51	41	54	34	43	44	44	55	45	38	54	49	36	47	60	36	43	39	44	42	36	47	54	47	60	56	49	38	54	50	54	34	39	53	53	55	47	42	48	45	29	61	45
ind7	48	53	51	50	49	36	47	59	52	53	39	43	47	52	44	47	56	45	44	49	50	41	44	43	40	43	54	46	45	47	48	63	51	52	43	48	71	40	43	35	54	62	50	59	36	49	49	59	46	65	47	35	44	38	53	36	57	47	43	51	64	61	65	53	54	34	44	47	39	58	56	47	51	43	49	54	61	47	62	47	54	50	50	54	48	48	55	45	49	46	56	50	62	61	50	54	46	46	53	51
ind8	53	51	55	52	62	59	46	46	49	45	47	59	48	47	57	39	48	45	51	42	57	55	46	49	37	57	53	49	50	54	46	49	54	43	53	53	43	45	54	39	54	50	63	56	50	43	61	52	47	30	49	60	42	52	44	54	48	40	48	39	51	50	49	46	49	40	55	55	45	56	49	59	41	39	48	57	52	54	51	53	52	46	45	58	50	45	50	58	53	41	58	62	35	36	65	75	54	42	60	56
ind9	56	45	53	56	44	58	66	53	55	42	54	51	52	53	43	54	43	53	43	63	57	55	40	47	54	57	44	45	53	55	59	58	47	54	60	49	50	44	50	54	51	47	58	51	54	58	50	59	49	55	54	53	54	46	41	48	46	52	45	53	46	59	68	38	67	47	51	56	45	63	40	54	55	57	46	52	64	37	41	33	49	54	48	45	54	46	42	48	48	48	61	43	55	53	49	41	50	51	54	53
ind10	54	58	55	46	42	47	47	46	52	55	45	56	38	51	50	52	53	48	49	38	51	41	48	52	65	59	47	44	58	53	57	36	51	49	53	43	44	55	68	61	40	54	48	44	39	49	54	63	64	47	53	55	48	47	37	54	45	63	46	40	40	60	48	49	35	40	49	47	40	54	50	60	51	51	60	50	43	40	45	44	46	40	53	52	44	57	42	57	50	38	56	43	63	53	43	51	36	47	26	61
