loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	45	48	50	34	46	57	46	53	55	48	46	67	42	47	57	58	49	46	38	51	47	51	66	45	53	60	53	48	53	56	50	53	37	50	64	45	39	60	39	49	51	46	50	49	45	54	52	52	47	48	41	52	47	50	46	52	53	40	57	34	43	52	52	52	50	51	48	51	42	45	62	40	55	46	48	46	72	57	53	54	48	57	57	40	54	42	47	59	52	44	53	51	44	45	36	39	46	55	45	54
ind2	61	52	49	59	53	51	66	49	53	45	57	51	50	59	45	51	66	51	50	57	58	49	45	51	57	53	56	51	35	54	57	50	57	31	52	58	51	46	47	38	44	38	63	50	53	44	43	50	55	46	52	48	44	56	50	49	43	61	50	58	48	40	54	60	58	54	63	50	49	57	40	41	46	39	56	51	51	46	45	53	62	45	35	44	50	47	48	51	52	51	52	51	48	50	43	66	50	50	37	42
ind3	48	43	48	36	61	51	51	50	48	45	46	60	52	42	61	48	46	53	48	51	46	52	33	63	53	60	39	50	56	61	44	70	47	46	45	52	52	52	42	56	55	47	49	57	56	50	50	57	43	51	46	48	59	46	57	61	46	40	63	61	48	55	53	55	51	55	56	53	53	48	64	59	42	63	52	42	61	50	46	45	55	62	46	55	50	48	54	46	44	48	61	41	45	58	63	56	52	48	53	44
ind4	51	46	49	46	52	45	49	44	52	50	51	54	55	49	51	39	57	49	61	59	34	55	42	44	60	54	58	50	52	67	56	49	52	52	48	49	43	49	47	47	54	53	47	42	61	47	42	39	54	51	53	46	54	53	44	54	34	46	51	45	57	57	51	42	61	53	52	47	64	34	52	58	50	39	54	51	41	56	54	55	51	48	48	64	49	49	56	49	48	38	48	47	43	46	47	49	48	44	47	56
ind5	45	42	51	47	50	63	36	60	48	45	33	42	54	53	70	58	52	42	55	42	47	51	42	46	61	47	53	47	56	52	52	47	52	55	50	42	38	48	39	47	48	57	43	47	46	66	40	58	55	47	40	56	59	59	51	38	42	50	53	45	52	48	63	50	51	51	52	40	50	58	46	49	52	42	49	47	45	48	43	55	49	50	42	50	55	49	52	59	59	52	45	51	51	52	52	45	44	48	48	55
ind6	58	63	52	53	47	49	51	51	49	53	49	53	57	51	48	39	45	54	45	56	51	47	50	54	50	60	54	57	49	50	40	45	43	45	57	58	47	48	55	64	37	51	50	48	45	48	46	53	41	41	51	58	49	48	46	41	39	39	58	52	50	42	50	53	48	55	52	43	50	45	49	45	52	58	56	51	49	49	50	45	53	56	50	63	48	46	58	47	57	53	45	53	53	55	41	59	52	49	48	54
ind7	42	50	49	63	53	54	41	43	60	50	43	47	57	54	50	41	47	56	51	53	42	46	52	43	42	56	53	47	47	56	38	37	41	37	50	61	46	61	42	49	51	58	60	45	56	46	34	51	46	50	58	54	42	41	55	43	54	57	62	42	54	47	49	65	46	53	57	49	47	63	51	41	42	63	57	53	41	54	42	51	46	51	49	46	55	55	40	42	56	47	40	45	42	51	52	37	49	63	53	58
ind8	45	47	54	42	41	49	50	44	48	55	47	43	56	54	40	29	66	45	46	47	38	47	49	38	49	52	48	48	47	45	46	47	50	55	59	42	53	49	61	49	37	47	51	58	51	62	56	57	48	54	41	53	50	49	46	65	39	59	52	47	43	52	41	52	55	58	41	38	42	41	50	67	57	53	53	46	57	52	43	47	47	38	41	61	50	44	46	40	59	58	45	61	48	52	46	50	56	42	65	45
ind9	50	53	48	53	45	56	52	50	55	63	50	62	46	31	53	54	38	53	44	52	53	51	55	30	50	42	50	57	42	57	52	51	54	48	48	37	54	61	51	48	45	49	39	50	46	69	59	48	65	41	46	40	48	54	45	53	56	68	46	49	51	39	43	58	66	55	46	42	46	57	54	41	49	50	43	48	43	46	50	51	50	41	62	52	52	48	48	60	45	53	49	49	47	37	75	62	49	50	50	47
ind10	48	48	44	48	57	55	47	47	55	65	49	59	47	52	43	39	44	41	62	41	62	46	38	58	49	61	50	50	46	42	62	40	39	37	60	41	39	60	43	50	48	48	42	38	41	49	44	59	54	42	48	42	48	53	59	46	62	43	57	59	54	43	51	51	57	59	54	46	47	50	57	51	44	57	55	43	53	53	53	37	51	61	44	55	61	47	47	57	43	33	43	46	51	48	48	54	50	49	42	49
ind11	59	47	55	52	46	54	51	34	58	48	55	48	55	53	51	51	60	36	50	44	53	52	49	46	58	46	62	50	47	49	47	54	45	45	61	42	55	44	51	61	64	59	54	37	45	43	45	54	48	51	47	46	51	57	44	56	55	60	53	52	42	51	48	50	50	55	51	52	37	51	48	50	66	41	50	49	30	41	44	54	46	54	63	45	54	43	49	47	63	43	50	51	46	44	60	42	59	34	51	52
ind12	55	61	59	54	57	54	44	53	42	38	45	39	53	47	41	56	42	51	40	54	53	45	41	54	50	51	50	50	57	54	46	50	55	59	50	46	53	54	56	47	40	48	44	37	44	49	48	41	51	46	63	53	47	56	63	46	42	63	52	56	58	50	55	52	53	56	44	58	38	48	55	42	50	49	50	41	54	44	46	43	40	50	51	54	54	65	55	48	50	43	45	54	59	51	68	51	60	52	56	56
ind13	42	50	46	42	43	40	44	43	51	56	44	50	60	36	46	54	50	48	59	53	44	41	54	54	58	55	43	48	45	54	52	43	50	59	57	54	47	56	58	54	50	52	41	44	61	46	54	49	58	41	45	49	46	33	45	44	46	47	45	52	48	36	49	58	53	55	66	70	49	60	52	51	59	57	48	40	47	47	45	43	45	48	50	48	44	43	51	55	48	58	43	57	51	60	44	51	47	63	46	53
ind14	40	43	44	49	50	43	56	46	35	51	49	47	39	31	43	55	51	57	34	63	51	53	60	51	45	43	54	59	47	58	50	49	59	58	59	41	47	49	52	55	49	58	48	49	46	54	39	57	50	55	45	40	38	60	50	42	46	42	64	46	54	44	45	56	48	39	52	44	49	49	44	41	45	49	53	53	45	51	49	54	40	58	45	54	60	48	48	39	53	54	59	47	42	47	52	66	56	38	63	49
ind15	50	54	53	58	47	48	56	52	64	47	45	52	54	38	58	53	47	49	53	57	43	47	45	43	50	49	47	55	49	54	61	59	43	45	43	53	58	63	60	51	43	55	51	50	33	59	37	52	42	44	45	53	52	51	53	49	40	56	58	46	40	35	55	48	48	44	54	48	47	59	52	73	62	48	55	56	37	48	61	45	42	53	42	42	63	53	42	50	56	49	46	54	54	62	38	58	38	50	65	51
ind16	49	42	55	39	46	53	48	54	56	64	49	51	55	47	36	47	55	44	44	54	44	71	51	55	58	47	48	57	62	44	41	46	44	48	46	53	45	48	44	41	43	49	49	49	34	63	46	40	43	54	46	52	44	54	47	53	54	60	64	46	72	54	55	53	46	56	48	52	51	60	57	48	49	54	48	35	42	50	60	65	69	50	41	58	53	34	52	50	47	54	45	45	48	48	47	53	62	48	39	55
ind17	42	52	51	57	51	52	38	44	36	49	65	59	51	62	43	51	54	48	67	45	39	51	63	43	40	61	49	62	45	55	42	66	61	48	51	53	38	50	44	46	49	57	52	44	44	58	37	43	55	54	49	39	63	50	40	59	53	35	39	53	59	48	49	65	43	55	69	36	47	52	34	46	49	47	56	57	56	42	51	52	46	40	54	47	51	56	52	46	52	53	47	40	44	56	54	50	49	41	49	59
ind18	54	63	48	46	41	50	56	33	57	61	57	46	50	45	69	53	61	44	55	48	41	52	53	34	51	58	46	53	56	50	54	65	52	44	37	51	44	43	56	45	42	50	55	43	46	52	47	48	52	51	61	58	45	55	58	52	47	51	48	66	50	50	49	58	44	63	48	56	41	40	54	55	66	60	70	37	48	53	36	41	57	54	60	32	45	35	39	63	61	53	53	61	46	46	38	65	45	52	41	52
