loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	68	49	53	53	45	46	51	51	52	41	39	56	52	42	47	57	47	56	48	52	42	48	45	39	53	55	52	46	62	50	50	51	52	51	30	50	39	51	43	45	67	50	32	52	62	45	42	73	46	58	55	44	57	53	42	35	52	42	54	38	49	41	47	50	49	53	63	40	38	53	54	37	44	62	67	62	36	54	38	50	49	61	44	49	56	55	52	46	56	48	53	51	57	33	51	48	42	46	40	48
ind2	51	57	64	57	41	38	53	57	42	53	63	52	44	56	46	51	50	50	45	53	47	48	49	62	52	49	56	48	40	49	52	46	43	43	58	53	42	38	53	47	42	50	48	33	62	51	44	48	48	54	54	56	58	52	46	54	39	49	44	46	60	52	37	67	55	51	58	45	42	67	49	60	55	47	52	44	49	51	57	40	45	45	40	51	50	56	54	46	48	67	57	41	42	44	59	47	52	45	52	55
ind3	43	51	44	60	42	60	54	41	45	52	48	50	49	47	36	44	46	47	52	48	43	54	66	53	45	47	64	52	51	46	53	62	38	45	36	55	59	48	52	51	52	51	46	43	55	48	54	48	60	50	46	55	53	50	48	65	60	62	49	47	48	43	42	57	42	57	38	52	50	41	49	47	51	53	49	55	48	50	47	39	52	46	46	64	48	41	55	51	46	55	50	40	51	49	58	53	48	47	60	48
ind4	49	53	45	46	44	52	52	53	69	46	58	35	46	48	62	69	38	47	45	48	45	53	57	61	52	55	52	50	43	51	47	37	48	47	39	49	42	63	50	53	31	53	53	45	47	43	46	42	58	43	46	50	36	64	57	54	48	48	42	35	39	70	49	55	51	44	53	41	47	42	56	71	56	43	58	46	46	50	44	56	43	50	40	44	61	46	52	57	47	51	34	62	52	57	47	42	57	50	52	51
ind5	33	63	48	52	48	68	49	43	53	56	61	43	56	44	62	39	48	48	51	47	55	41	45	51	47	53	58	55	68	44	45	45	58	46	32	47	50	67	51	41	62	56	39	41	61	55	59	49	47	63	52	44	45	49	49	48	55	49	53	54	62	49	53	49	37	39	53	48	37	53	57	50	55	51	47	44	69	42	62	50	60	48	44	36	54	50	45	41	64	38	45	60	56	52	50	45	52	54	48	51
ind6	50	56	29	51	50	58	51	57	48	46	49	41	45	43	59	54	61	55	45	47	52	45	55	40	44	51	38	49	44	43	47	44	54	52	61	50	46	58	44	46	46	47	50	65	55	48	47	52	45	58	50	58	56	57	44	61	49	57	53	52	49	41	45	45	47	42	51	49	56	51	41	52	66	55	48	56	37	50	49	49	50	49	45	44	55	48	47	44	47	44	44	54	39	52	63	55	56	54	47	63
ind7	57	46	53	48	49	60	57	49	37	49	42	48	44	61	56	54	47	61	37	49	37	57	50	39	48	60	44	49	48	44	49	51	61	47	44	52	71	41	44	58	41	55	55	40	41	46	51	50	43	52	48	56	63	53	38	53	54	44	58	54	48	49	41	64	54	54	56	42	51	67	60	56	58	57	48	50	48	44	62	48	42	53	44	43	44	43	49	42	50	47	41	59	49	48	56	64	56	63	45	48
ind8	39	48	43	51	60	55	54	44	57	55	41	60	47	57	42	40	37	60	63	55	54	44	61	50	50	48	54	45	55	35	52	66	50	55	56	35	41	50	48	58	33	50	58	51	47	51	64	53	42	50	52	58	45	50	53	63	52	44	42	66	42	50	49	58	46	53	47	62	39	63	45	59	34	58	50	53	58	53	48	39	51	52	57	51	48	53	66	60	60	58	54	58	44	51	43	48	39	45	54	39
ind9	49	62	48	57	58	44	45	65	36	41	40	47	44	46	37	58	48	46	44	49	30	41	52	49	48	52	44	60	49	39	52	63	53	60	41	61	56	57	49	50	67	40	48	49	53	44	48	49	42	57	42	41	70	52	47	48	54	49	45	54	50	61	48	35	51	46	51	49	61	54	45	45	52	57	44	55	44	40	56	42	42	37	41	59	57	45	44	45	47	62	38	37	47	52	55	47	45	49	46	56
ind10	52	47	48	53	58	43	53	60	53	57	39	44	52	43	50	42	52	51	48	62	41	59	47	52	45	46	51	55	52	58	42	50	41	48	56	43	53	41	45	49	51	51	54	46	48	43	55	50	51	50	64	51	51	45	43	58	48	60	42	53	55	50	57	50	63	53	51	59	51	43	39	67	57	44	50	51	54	58	60	54	54	44	58	51	45	58	45	55	50	52	42	60	54	57	44	56	43	54	48	59
