loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	9	6	11	9	6	6	26	9	7	11	9	8	5	5	14	8	7	6	12	10	14	8	11	9	21	14	7	7	4	12	9	5	9	10	13	10	9	11	7	8	13	8	13	8	10	11	6	13	7	7	4	8	17	9	6	11	7	10	1	14	13	11	18	11	9	12	8	10	7	3	7	11	12	12	6	15	8	8	7	10	10	8	8	10	13	12	10	12	12	12	7	8	13	12	6	8	5	8	9	10
ind2	14	12	14	8	6	10	5	11	11	13	12	15	12	6	14	8	8	7	8	17	8	9	5	15	8	14	12	9	12	14	6	6	8	16	6	6	13	12	9	19	9	9	10	3	7	10	12	12	13	10	16	12	15	16	5	10	5	11	11	4	6	3	8	14	8	8	14	9	7	12	10	12	12	10	11	15	8	8	7	9	10	7	11	11	5	12	9	11	3	11	7	11	11	10	11	7	9	14	9	12
ind3	9	8	7	7	9	11	14	8	5	9	9	20	9	7	8	8	8	14	7	4	5	10	7	6	15	5	14	9	11	12	13	15	10	14	14	8	8	13	12	11	13	11	9	9	8	12	8	11	8	13	10	11	12	5	10	8	4	13	10	12	12	10	8	11	12	10	9	11	14	9	9	6	14	13	7	9	15	10	7	9	10	8	8	12	12	7	12	6	11	6	11	7	6	7	10	11	10	7	8	12
ind4	12	13	10	5	10	14	5	11	8	12	12	13	5	7	7	13	14	9	12	11	12	7	9	12	11	11	11	9	11	17	9	8	14	7	12	8	13	14	8	12	13	10	11	10	9	11	8	8	7	9	14	9	6	12	6	13	14	9	10	8	9	14	8	11	8	11	12	11	11	8	6	6	7	11	8	14	10	13	13	6	8	10	9	13	11	5	6	15	9	9	10	8	10	7	11	10	9	8	13	4
ind5	12	14	6	9	9	12	9	7	13	10	12	8	8	11	10	11	8	8	10	10	12	6	14	8	14	13	7	6	14	11	8	9	9	7	5	10	8	3	9	7	9	5	12	9	14	7	6	13	7	5	7	7	8	9	7	12	14	12	7	11	9	12	12	5	9	4	13	12	6	4	7	11	14	7	20	10	8	12	6	10	14	12	13	8	12	15	13	16	13	9	5	12	15	13	8	11	10	13	11	6
ind6	15	9	9	10	12	10	7	13	4	7	10	7	15	9	7	9	14	8	14	13	12	6	11	9	10	8	7	7	9	4	6	8	10	9	12	12	10	10	7	11	13	11	16	12	11	8	12	8	8	10	11	11	11	16	14	12	13	13	8	13	10	10	12	11	11	11	5	8	12	6	9	13	9	13	13	6	13	14	7	11	6	10	9	9	6	13	8	10	11	10	9	10	9	14	12	8	7	11	8	4
ind7	10	7	10	16	9	9	7	8	11	10	18	12	12	8	8	9	6	6	23	8	9	8	11	11	9	9	11	10	8	11	7	9	11	15	2	5	3	6	13	11	7	14	7	7	9	8	8	11	15	8	8	6	10	12	12	8	7	7	4	11	8	13	8	12	9	6	11	10	11	12	17	8	9	17	11	5	6	12	12	12	11	13	7	5	6	14	14	9	5	7	14	9	11	11	12	3	9	7	12	15
ind8	15	7	12	8	12	9	14	7	2	7	9	9	5	11	4	15	8	9	4	7	8	15	13	9	7	10	7	9	5	11	11	14	11	13	9	13	5	11	6	14	10	8	7	6	9	8	12	8	16	12	10	7	11	8	12	10	14	7	9	12	16	6	9	8	10	15	13	9	12	7	18	10	11	13	10	11	9	8	6	12	12	5	12	11	10	10	8	12	8	7	14	5	8	11	11	9	8	12	11	4
ind9	7	6	13	9	2	8	16	12	7	11	8	7	8	9	12	13	7	7	10	15	14	15	7	14	6	7	14	14	13	5	13	6	12	8	11	11	11	8	11	11	18	11	8	11	10	9	9	10	12	10	7	10	5	16	19	9	7	9	15	16	11	13	12	11	11	11	15	16	14	8	12	10	8	9	10	14	10	11	13	8	15	5	7	5	12	6	14	12	4	10	9	9	7	11	15	12	6	8	13	8
ind10	9	17	10	13	15	9	8	8	12	11	8	12	8	8	11	16	11	10	4	10	13	9	8	11	11	9	6	7	8	9	8	11	13	10	8	15	12	17	9	6	3	5	10	7	15	5	12	9	9	18	9	10	10	9	14	9	10	8	6	7	5	13	7	10	6	5	7	7	13	14	12	13	15	8	9	9	12	10	14	13	12	9	11	11	5	11	9	15	5	10	7	9	7	10	8	14	6	11	13	12
ind11	7	18	14	8	8	11	10	12	13	10	10	7	11	11	17	9	5	9	13	15	8	11	11	11	10	13	7	15	12	7	6	11	15	13	13	13	7	9	12	11	9	6	12	11	6	9	5	17	13	9	12	11	10	11	10	11	8	9	7	13	9	6	7	12	5	8	5	3	9	13	10	10	15	7	11	9	9	13	10	12	17	9	3	6	11	5	11	8	9	9	5	10	8	8	11	12	15	12	9	10
ind12	14	11	11	15	11	10	12	8	11	13	8	9	12	7	7	14	8	11	12	14	7	6	11	12	8	10	10	11	12	12	9	8	13	10	9	7	10	9	10	13	11	12	12	14	10	15	9	4	14	11	8	14	6	12	12	16	9	6	12	8	15	16	10	8	8	4	5	6	10	10	21	11	11	12	8	8	7	10	6	5	17	12	9	12	13	7	10	9	12	7	14	7	7	8	10	9	7	10	13	5
ind13	9	5	11	5	13	7	4	13	11	11	8	15	10	7	10	17	12	4	16	6	12	5	6	15	9	11	9	13	8	7	12	8	8	9	6	11	18	8	8	5	14	11	10	8	8	17	9	6	8	7	6	9	8	11	5	11	12	9	9	3	6	12	8	9	11	5	10	9	7	10	10	9	11	6	14	8	10	13	8	11	15	16	5	6	10	8	7	16	6	7	14	16	13	13	12	7	9	12	8	6
ind14	12	8	7	7	5	14	10	11	7	6	10	15	14	10	8	5	13	7	8	11	6	14	9	10	11	10	12	10	8	11	9	13	16	9	14	8	13	8	13	9	6	10	12	8	4	2	5	6	6	10	16	9	15	12	11	15	11	16	8	11	5	9	5	10	11	11	11	11	12	9	6	7	8	6	16	8	9	13	10	7	13	8	12	8	7	9	9	15	9	3	6	15	12	15	8	9	8	9	8	7
ind15	8	12	10	15	16	9	6	10	8	8	9	16	11	12	15	9	12	12	6	10	4	10	16	9	16	7	7	8	8	12	11	11	11	11	11	13	12	15	11	8	13	8	1	10	9	9	9	6	11	9	12	6	10	10	6	7	8	13	14	6	14	8	11	8	9	11	6	8	10	7	5	8	13	16	12	11	7	11	14	13	4	10	3	13	16	5	14	6	11	12	17	9	13	9	15	7	10	6	9	10
ind16	7	10	9	11	15	9	13	8	7	15	6	11	9	9	10	11	7	17	7	8	8	12	12	12	11	11	8	9	9	5	6	15	5	12	9	7	7	17	7	10	13	8	9	11	9	15	7	11	7	16	9	6	7	7	16	9	10	13	12	8	13	3	8	11	8	10	6	4	4	4	10	10	12	13	9	2	7	12	10	11	16	7	11	11	11	11	13	10	9	8	12	11	10	7	10	18	11	9	8	8
ind17	8	5	5	8	9	5	8	15	6	11	16	9	9	6	9	8	11	11	11	9	10	8	12	7	7	9	12	12	10	15	9	6	12	10	14	10	19	9	14	10	7	15	6	8	11	8	11	11	7	13	10	13	5	10	14	12	8	12	15	11	5	8	12	9	12	8	12	10	14	12	15	13	13	12	11	9	6	7	8	7	17	10	14	9	13	4	10	9	13	13	13	14	12	5	11	9	13	13	10	12
ind18	7	11	12	12	15	6	12	15	4	10	12	12	10	9	9	9	9	11	10	15	7	5	11	7	6	11	10	11	14	9	9	12	12	10	11	8	14	10	8	8	8	7	13	13	14	9	16	6	7	19	8	7	6	7	15	14	10	10	9	14	9	8	7	13	9	9	11	13	12	6	10	9	15	13	7	11	11	5	8	8	16	9	8	14	12	17	14	8	14	9	14	9	6	9	13	12	8	4	6	10
ind19	7	6	9	11	7	9	10	11	6	8	9	11	7	5	14	13	18	13	13	9	13	6	9	5	11	10	12	6	14	8	14	9	13	11	11	9	6	8	8	12	7	14	13	10	7	9	11	6	10	8	10	8	8	6	10	6	8	8	16	7	9	8	11	10	7	18	8	7	11	7	9	16	6	13	7	7	11	9	11	13	11	14	10	5	10	4	10	13	10	13	10	14	6	7	8	5	9	16	10	14
ind20	10	11	15	10	13	12	8	12	8	4	9	7	10	8	12	10	11	14	12	9	4	7	11	11	4	3	11	12	13	9	7	15	8	11	9	7	14	10	10	15	6	10	15	10	10	9	9	8	5	8	14	2	11	5	9	10	9	6	10	8	10	8	14	12	9	5	13	11	12	8	8	5	14	7	14	9	11	11	12	12	9	8	12	18	9	16	8	9	8	6	12	11	6	13	11	9	11	12	7	9
ind21	6	6	10	9	10	10	11	8	6	10	8	7	12	5	8	11	7	13	5	6	10	10	9	7	9	9	14	10	11	10	5	12	10	10	12	10	14	10	8	7	7	11	11	10	10	11	14	12	11	11	8	5	9	5	9	11	12	9	9	13	5	13	15	6	14	10	16	9	12	8	9	16	11	10	12	9	10	8	12	19	11	13	11	12	12	9	9	18	10	9	11	10	7	10	8	11	12	11	12	16
ind22	9	13	12	12	15	17	9	13	9	10	12	18	11	18	10	11	11	12	15	9	7	16	9	10	10	13	11	15	11	12	8	11	10	6	8	10	12	10	14	14	6	9	13	12	6	6	7	8	6	13	6	9	13	8	12	6	9	10	8	6	11	13	6	15	7	10	17	8	11	9	11	7	13	10	7	17	8	16	16	11	13	8	7	12	10	2	15	13	14	9	11	15	8	12	14	6	13	8	12	10
ind23	6	6	9	5	6	12	8	16	11	9	5	8	3	8	5	6	8	4	9	12	10	13	7	11	7	12	12	8	10	7	8	8	11	15	14	8	8	10	11	10	8	10	13	16	7	11	13	11	7	13	11	12	13	10	9	12	9	13	15	9	9	8	4	9	8	10	11	9	15	13	13	10	15	6	8	10	9	13	9	10	9	7	12	12	9	9	7	7	12	8	10	11	5	5	7	6	10	10	11	9
ind24	8	10	6	11	9	7	8	11	9	11	9	9	9	8	5	15	8	7	14	10	10	11	12	10	10	8	3	9	7	10	8	8	11	12	8	8	10	6	4	10	8	9	13	7	9	12	9	10	7	11	6	4	13	12	9	11	11	8	7	8	8	6	11	14	13	10	9	10	7	12	11	6	8	14	14	6	11	5	15	14	7	8	11	14	12	8	12	12	15	7	10	14	12	11	9	10	12	10	10	10
ind25	6	6	12	6	6	12	10	6	12	12	9	8	12	12	12	13	9	7	7	5	13	7	8	9	12	10	7	10	12	12	19	9	13	12	13	12	19	10	5	12	14	9	7	9	9	9	12	8	5	8	9	9	15	10	12	7	10	9	4	9	14	8	12	12	7	9	10	11	9	17	11	9	17	13	13	7	12	7	6	8	10	14	10	9	11	11	15	7	8	14	10	14	4	9	12	9	11	6	7	9
ind26	10	5	11	6	8	7	8	12	11	15	10	9	12	10	7	10	17	14	8	13	8	13	8	13	11	16	11	10	11	10	6	8	6	9	8	6	6	9	5	8	10	8	10	10	16	6	13	10	8	12	9	8	9	10	4	8	9	10	9	9	5	10	11	15	13	10	12	9	9	10	9	8	12	7	8	7	14	13	6	14	15	11	7	7	10	16	13	11	11	12	8	8	10	7	10	7	12	11	4	7
ind27	12	10	9	8	13	10	7	12	8	11	7	14	9	4	11	15	10	4	9	18	11	9	9	9	3	10	13	10	19	13	10	8	7	5	8	6	7	7	8	8	8	13	9	9	7	6	8	13	10	13	7	12	14	9	15	8	11	13	6	14	10	13	8	13	10	11	9	14	8	13	10	10	9	10	7	12	15	7	8	6	4	10	7	13	12	15	12	10	9	10	13	10	11	3	12	9	11	13	14	8
ind28	12	6	10	14	11	14	7	12	7	11	6	12	14	7	14	11	11	8	14	7	10	12	11	12	12	13	12	10	6	6	11	9	10	8	5	11	11	8	12	9	12	14	7	8	10	11	9	6	12	9	17	15	13	7	11	13	10	6	11	12	8	10	12	9	13	13	8	6	12	14	13	7	10	9	17	8	11	9	9	8	8	11	17	6	9	16	14	13	14	12	7	10	10	7	7	9	13	10	14	17
ind29	12	7	17	10	8	6	8	9	9	10	6	7	8	9	16	14	5	7	5	16	17	6	7	8	8	13	8	9	5	15	7	10	12	13	13	8	6	4	8	14	9	11	11	8	13	13	16	14	8	16	17	11	7	13	13	9	5	12	7	11	13	10	8	8	14	8	5	9	10	10	12	13	13	11	12	14	10	8	16	9	11	8	13	5	10	13	15	11	11	4	5	9	9	13	13	11	8	7	10	12
ind30	13	9	15	10	8	7	12	14	8	11	9	13	8	10	9	9	7	11	14	14	12	10	12	17	10	3	13	9	8	11	8	10	8	12	8	10	10	11	12	7	9	9	12	12	12	19	9	6	9	9	14	6	12	7	10	15	4	6	7	7	5	13	13	11	16	8	16	10	7	6	16	7	12	11	8	10	7	9	11	4	10	11	6	8	11	11	12	7	9	20	11	10	12	10	13	12	9	12	10	11
