loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	52	39	54	56	62	55	56	66	51	57	54	42	52	57	51	55	45	52	42	55	41	57	59	45	49	64	44	40	33	57	48	59	58	57	54	55	46	56	51	57	40	47	50	41	53	47	55	49	40	42	43	51	42	57	50	45	42	42	48	37	42	49	53	53	43	43	42	45	44	53	45	36	47	42	48	47	48	58	44	44	56	44	35	51	60	52	40	48	46	41	54	46	58	58	41	60	46	54	67	57
ind2	50	56	53	43	50	49	58	51	45	52	61	56	46	36	56	44	38	42	50	36	43	59	46	41	59	44	57	50	54	50	46	52	59	65	58	52	57	42	54	53	49	47	42	55	57	52	47	54	44	55	54	67	55	55	48	49	41	37	53	51	42	63	46	54	50	52	59	50	48	47	40	46	39	54	57	46	46	56	50	60	58	55	57	57	49	56	46	53	49	67	47	51	54	60	53	47	55	45	48	52
ind3	50	46	55	60	50	51	61	47	50	60	39	56	40	38	49	48	47	51	55	51	56	47	54	40	41	57	56	57	68	43	51	55	50	51	52	53	53	51	55	57	56	56	43	47	42	51	56	44	54	43	44	46	71	42	52	51	43	58	52	42	42	54	60	37	58	62	57	48	54	46	64	50	43	54	45	50	45	58	46	46	60	48	59	60	34	52	61	56	35	42	54	44	59	56	54	44	65	44	46	51
ind4	57	35	49	49	47	60	54	40	39	47	39	50	56	64	58	61	58	49	44	48	50	51	53	59	61	36	54	52	48	51	57	53	47	62	50	46	54	51	52	44	58	45	53	51	51	53	58	53	43	50	47	60	44	64	48	54	46	53	35	57	59	45	55	51	42	45	45	51	49	45	46	37	71	44	47	57	64	59	48	48	51	56	46	43	46	56	37	52	57	51	55	68	49	37	51	51	33	54	57	54
ind5	43	57	50	43	49	52	48	53	47	65	45	62	51	45	56	50	53	53	51	40	39	52	39	47	57	47	60	62	53	41	47	46	47	50	46	59	52	47	51	47	45	57	43	35	52	48	63	53	44	65	48	55	54	32	47	62	39	57	54	59	52	55	42	51	47	54	53	52	52	58	60	35	39	42	35	53	53	58	44	42	59	64	42	58	63	49	37	63	42	54	47	48	58	54	60	53	54	42	56	39
ind6	50	58	56	44	54	49	45	61	40	60	38	45	49	47	53	55	54	50	53	47	57	48	64	53	57	59	52	43	54	48	44	50	49	43	35	49	58	66	56	52	49	32	50	52	55	58	49	37	55	49	57	47	55	52	45	36	39	54	50	50	52	44	42	51	48	51	46	54	55	46	48	69	59	54	51	43	47	64	41	51	67	55	43	61	54	55	51	49	48	51	44	52	63	54	58	43	48	47	50	48
ind7	44	47	57	52	53	46	58	47	48	56	62	46	58	46	48	48	46	47	46	46	39	51	56	44	44	46	51	55	50	48	42	58	51	53	56	37	47	40	47	43	40	53	54	55	50	53	49	62	54	42	46	36	51	44	46	46	42	43	53	45	42	37	51	64	45	50	45	54	56	57	65	54	53	29	44	41	53	49	51	54	46	60	50	53	38	42	51	45	51	54	57	40	54	43	48	50	54	56	46	45
ind8	48	52	47	47	51	43	46	44	41	64	52	54	56	58	59	56	48	44	59	48	57	47	46	46	44	43	49	43	53	59	67	47	46	49	41	49	37	59	48	52	52	45	44	48	47	54	60	51	44	42	42	30	63	54	52	53	40	58	49	49	49	48	50	37	64	50	51	54	55	56	54	54	59	55	48	46	45	56	51	42	42	55	48	55	54	57	48	57	48	55	53	45	48	60	60	51	55	50	45	53
ind9	45	48	58	51	55	45	47	50	45	59	45	60	49	54	49	56	53	41	52	62	39	51	50	50	42	55	44	50	58	50	55	53	49	51	46	47	55	58	44	50	56	60	55	39	48	52	41	43	42	54	47	47	68	47	53	41	58	53	48	52	55	46	49	42	56	49	49	59	48	45	42	56	58	56	48	35	51	39	48	53	50	55	51	47	50	46	46	51	50	51	55	37	54	56	44	45	40	56	48	54
ind10	36	47	50	47	44	53	47	39	44	47	48	44	35	42	52	36	45	54	53	42	45	51	51	58	58	47	61	55	49	52	57	44	50	43	44	55	57	47	49	40	43	52	40	43	45	60	56	54	60	48	39	43	48	54	52	56	52	31	53	55	37	55	58	45	39	56	46	38	46	57	41	52	39	47	53	41	50	73	45	64	63	52	67	45	37	54	51	60	44	54	44	59	46	58	54	49	56	50	58	55
ind11	49	48	42	52	50	58	54	49	51	40	50	58	46	60	57	56	42	35	52	40	53	52	58	55	45	68	44	56	43	48	37	40	54	47	44	59	37	55	53	65	50	55	47	52	47	57	50	51	50	43	51	53	47	47	46	53	43	39	49	51	38	48	62	51	40	60	53	46	55	36	53	47	55	46	47	49	50	47	64	56	43	49	47	43	43	54	47	55	61	50	50	46	39	53	46	41	53	62	42	41
ind12	46	50	56	59	40	60	58	58	45	47	43	39	44	48	58	37	44	57	50	51	47	48	44	53	69	56	43	47	55	58	44	47	50	45	53	48	67	43	64	52	52	44	32	56	61	50	53	47	47	44	58	57	39	33	54	57	39	39	54	42	57	55	40	44	49	48	55	54	42	54	56	49	49	56	45	38	53	48	58	57	51	46	53	49	57	47	56	49	54	51	50	47	68	61	47	62	42	43	53	45
ind13	49	45	59	61	45	37	54	57	53	48	64	61	53	50	47	51	41	59	41	49	39	50	50	58	49	30	58	51	45	46	49	58	48	52	52	51	51	39	59	60	46	52	40	59	54	50	41	47	42	50	58	47	51	64	49	40	48	55	36	56	46	46	58	48	56	41	60	48	43	53	51	48	45	42	57	50	47	40	49	47	44	57	46	64	56	48	40	47	49	45	53	57	56	53	56	53	55	63	57	51
ind14	49	58	38	49	52	42	52	47	47	63	49	56	45	48	51	49	56	45	41	49	51	49	46	50	35	50	54	60	62	50	44	49	54	49	47	46	51	47	66	47	49	58	47	37	63	65	57	58	53	54	61	42	47	50	45	56	61	58	39	56	41	56	67	64	46	52	57	41	55	60	55	42	46	54	44	61	53	44	49	57	41	53	48	46	45	58	53	48	54	49	52	52	46	41	45	52	46	49	44	51
ind15	50	42	55	52	50	55	48	44	44	54	43	51	58	54	48	42	48	46	57	48	54	53	55	53	48	52	48	57	46	47	61	54	46	56	52	56	41	55	54	52	63	42	43	56	54	59	50	42	53	51	45	52	48	42	57	54	48	41	54	38	50	51	55	51	51	56	48	45	42	60	40	49	38	53	55	50	50	43	36	60	51	49	54	54	68	53	53	59	44	42	48	42	44	43	44	43	64	53	52	51
ind16	34	51	55	52	61	50	49	59	61	37	52	61	51	60	44	59	63	51	47	36	53	52	36	50	51	44	43	46	43	51	44	39	59	60	53	62	51	51	56	52	54	49	51	45	69	62	43	59	47	56	46	49	41	54	61	47	36	46	55	58	54	53	53	52	41	61	57	50	53	44	50	59	53	43	48	58	59	56	45	61	58	50	63	55	59	46	42	56	45	57	55	58	57	60	58	41	43	49	51	53
ind17	43	46	43	49	49	46	52	46	47	51	49	56	54	59	42	42	39	70	52	48	53	49	52	44	44	38	43	61	31	51	53	60	45	52	53	61	61	51	50	36	51	52	58	48	43	48	48	48	47	55	53	48	47	48	49	55	53	45	52	65	55	58	42	50	53	52	42	56	49	52	56	31	52	53	55	60	35	61	62	43	52	58	50	44	52	61	36	35	49	46	47	62	56	39	61	45	40	52	52	47
ind18	54	52	55	45	51	42	51	41	39	45	44	59	51	47	57	48	52	56	59	56	50	51	50	59	45	38	55	49	40	53	51	50	44	50	50	55	47	43	47	50	56	54	43	59	53	40	63	50	45	49	57	52	58	44	56	40	55	39	44	43	45	46	50	53	55	49	42	43	48	57	61	58	41	37	43	53	55	61	50	59	61	56	53	42	45	47	39	44	43	50	41	55	50	49	53	58	47	60	47	43
ind19	46	46	49	59	55	45	51	57	51	59	52	51	59	58	64	42	61	60	53	48	37	53	45	55	52	51	53	40	52	51	49	47	54	46	51	40	51	55	44	48	53	43	41	49	42	48	59	55	44	65	44	47	46	51	47	45	46	44	55	35	56	48	43	73	53	50	54	52	56	50	63	45	45	47	55	55	50	44	49	47	58	51	59	43	46	61	47	45	51	57	47	52	59	39	55	46	62	47	51	51
ind20	51	48	57	55	52	50	45	53	44	50	52	55	50	46	56	40	56	43	46	50	53	58	56	46	51	49	46	46	49	41	51	55	41	47	50	55	55	38	43	57	44	58	39	56	55	48	43	55	51	45	49	61	52	50	48	45	44	41	51	58	59	39	51	44	50	39	57	47	49	51	64	53	44	47	61	49	50	43	53	55	48	52	60	42	41	38	47	38	52	49	50	51	51	39	46	53	38	42	43	45
