loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	8	0	1	0	6	7	1	14	1	2	8	0	9	6	0	0	0	0	0	1	1	0	13	0	0	0	1	1	0	1	10	1	1	0	0	0	0	0	1	7	0	1	1	0	0	0	7	1	1	5	1	1	0	0	1	8	0	3	0	0	0	0	10	10	9	11	0	1	3	0	0	0	0	6	1	1	0	0	1	12	2	18	11	6	0	8	2	1	0	0	2	2	0	8	1	2	0	0	6	2
ind2	1	9	0	1	11	0	2	0	1	1	0	2	11	0	0	0	0	1	1	0	1	1	1	0	0	1	2	0	0	0	2	0	0	0	2	13	0	0	0	0	1	0	2	0	0	0	7	2	9	0	7	1	0	0	0	0	0	0	7	1	0	0	0	1	0	9	0	10	0	0	5	6	0	0	1	7	12	0	0	1	11	3	8	3	0	10	1	2	8	0	0	8	0	0	0	0	0	1	0	11
ind3	1	0	0	0	0	2	0	0	11	0	0	1	8	1	7	7	2	1	10	1	0	0	1	8	0	0	15	0	0	1	0	7	12	0	0	1	2	0	5	0	0	0	17	2	1	0	0	1	1	10	0	1	1	1	1	17	1	0	0	1	10	1	0	0	0	2	2	9	2	1	1	13	1	10	2	6	0	0	4	10	0	0	0	1	11	0	1	0	0	10	20	1	13	0	0	12	0	9	0	0
ind4	1	8	0	1	0	0	0	9	0	0	0	24	1	2	23	1	10	0	1	9	0	0	0	0	1	5	1	0	0	1	9	3	0	1	1	0	6	8	7	0	10	5	20	0	0	2	0	0	2	0	0	7	0	7	0	11	1	0	0	6	1	1	0	1	1	0	1	26	1	1	1	1	0	0	0	0	8	1	1	2	2	0	0	0	0	11	5	0	6	0	0	0	2	1	19	0	0	2	1	0
ind5	0	15	1	0	0	2	1	11	7	1	0	1	1	12	1	1	10	0	21	12	5	0	0	8	9	0	0	0	0	17	0	1	1	0	0	1	0	0	2	0	0	0	1	0	7	11	1	0	1	0	11	11	18	14	7	0	0	12	0	0	3	0	2	1	0	10	0	7	0	9	0	7	8	0	0	1	17	1	0	0	0	0	1	1	1	7	1	12	1	12	0	0	1	7	0	0	12	10	7	0
ind6	0	23	0	1	0	0	0	1	0	0	1	0	0	12	7	1	1	1	0	8	0	6	0	0	0	0	0	0	0	0	0	7	0	0	12	0	1	0	0	0	0	2	1	13	9	1	1	2	0	0	1	1	0	0	9	1	0	1	1	2	1	1	1	0	0	2	12	0	1	1	0	0	5	1	1	1	9	7	1	9	1	0	9	0	0	0	10	19	0	1	11	1	1	1	1	0	0	1	6	0
ind7	0	24	1	0	0	15	0	8	1	0	2	0	1	1	0	0	0	1	8	1	2	1	0	1	0	1	0	0	8	19	0	9	0	4	7	0	0	1	1	0	1	0	1	0	9	0	1	1	0	0	3	0	14	14	0	0	0	0	1	7	0	3	14	2	0	1	0	1	1	0	10	3	3	0	2	12	0	0	8	22	1	0	0	0	7	6	13	0	0	13	0	0	3	9	2	0	1	14	0	15
ind8	0	1	0	0	7	12	0	1	1	0	2	0	0	11	6	0	17	1	0	9	2	0	0	8	0	1	1	0	7	0	3	6	0	0	0	0	0	7	0	0	6	2	0	19	0	20	0	0	5	0	0	13	0	0	1	19	2	11	1	11	8	0	1	1	1	18	0	11	17	1	1	0	11	0	1	0	8	0	9	1	4	0	0	1	0	7	9	0	1	1	7	0	2	0	1	0	0	2	7	0
ind9	10	1	0	2	4	0	0	8	0	9	0	0	5	4	10	10	0	0	0	2	9	0	0	0	1	1	0	1	2	0	0	0	0	0	1	0	1	0	12	1	4	9	0	9	8	0	0	1	1	6	1	1	0	1	1	0	7	1	9	0	0	0	3	0	24	0	9	0	1	1	2	0	0	0	0	1	10	2	0	1	0	9	2	2	1	5	9	11	0	0	0	0	1	3	13	2	0	0	0	0
ind10	0	1	1	8	1	7	1	0	0	0	1	11	19	9	0	0	1	0	9	0	0	0	1	0	0	0	1	0	2	0	1	0	2	7	2	0	1	1	0	2	2	11	6	0	0	2	0	7	7	0	7	2	0	1	2	0	1	0	23	2	10	0	0	1	0	9	0	5	0	2	0	2	1	1	16	1	6	10	2	9	0	1	5	1	0	1	13	1	0	0	0	1	10	5	0	10	0	1	2	1
