loc1	loc2	loc3	loc4	loc5	loc6	loc7	loc8	loc9	loc10	loc11	loc12	loc13	loc14	loc15	loc16	loc17	loc18	loc19	loc20	loc21	loc22	loc23	loc24	loc25	loc26	loc27	loc28	loc29	loc30	loc31	loc32	loc33	loc34	loc35	loc36	loc37	loc38	loc39	loc40	loc41	loc42	loc43	loc44	loc45	loc46	loc47	loc48	loc49	loc50	loc51	loc52	loc53	loc54	loc55	loc56	loc57	loc58	loc59	loc60	loc61	loc62	loc63	loc64	loc65	loc66	loc67	loc68	loc69	loc70	loc71	loc72	loc73	loc74	loc75	loc76	loc77	loc78	loc79	loc80	loc81	loc82	loc83	loc84	loc85	loc86	loc87	loc88	loc89	loc90	loc91	loc92	loc93	loc94	loc95	loc96	loc97	loc98	loc99	loc100
ind1	0	9	1	10	1	0	9	0	0	0	1	0	1	0	0	1	0	0	2	14	1	0	2	1	16	1	3	1	1	5	1	0	0	9	0	2	1	0	0	11	15	2	13	13	1	0	1	34	10	1	0	2	2	1	0	0	0	0	0	1	0	0	27	12	1	13	0	1	10	1	0	0	6	1	8	9	0	0	0	0	0	0	1	0	0	8	6	0	19	1	8	0	5	9	0	1	1	0	0	3
ind2	1	10	6	1	10	1	1	0	7	0	0	8	12	2	1	1	8	1	0	1	0	1	0	0	10	0	15	6	1	0	1	1	15	1	1	1	1	1	1	0	1	0	4	1	1	0	1	10	0	0	0	9	2	6	1	0	2	3	0	13	1	3	9	11	0	1	0	0	0	0	13	0	0	12	0	0	0	3	1	0	0	5	0	3	1	0	0	0	1	1	0	13	1	0	0	10	0	0	2	0
ind3	7	1	9	10	0	0	1	0	1	8	0	1	0	1	0	1	0	1	4	0	2	0	1	10	0	0	1	11	0	0	0	1	1	0	1	9	10	20	14	8	1	10	4	1	8	1	1	1	0	0	0	4	2	3	0	5	7	4	0	1	0	7	0	0	0	0	0	0	2	1	0	0	0	9	0	0	0	1	5	1	0	4	0	0	1	0	0	6	1	0	0	1	0	0	8	0	0	1	17	2
ind4	0	0	0	10	3	0	0	0	12	2	0	0	3	8	12	0	2	9	14	1	1	0	1	17	0	1	18	9	10	0	1	11	1	0	0	2	0	0	0	1	14	11	0	10	9	0	0	10	0	0	0	0	5	0	1	1	14	0	6	0	7	1	8	0	9	6	15	0	0	0	5	0	0	0	1	0	1	0	0	0	0	2	0	13	0	1	0	9	0	0	0	1	1	1	11	0	0	0	14	3
ind5	0	0	1	0	10	3	0	1	1	0	1	1	0	0	1	0	0	0	1	4	0	0	3	1	1	6	0	0	1	11	0	0	2	13	1	0	0	1	7	0	2	1	3	0	0	0	1	7	0	4	12	0	1	13	10	0	0	0	0	0	0	11	9	0	1	2	1	5	1	0	0	1	1	0	1	0	3	1	1	0	0	0	1	1	0	1	0	1	1	1	3	13	0	2	1	4	1	0	0	0
ind6	1	1	1	5	0	0	0	0	12	7	1	0	0	0	14	0	13	1	1	1	0	1	0	12	1	1	0	0	0	0	1	0	0	0	10	2	1	0	0	12	0	6	2	0	1	2	1	1	9	2	0	0	0	0	0	0	2	0	0	1	0	0	0	11	0	1	0	0	0	0	0	1	0	1	0	17	1	0	23	1	5	14	1	3	11	2	0	0	0	13	7	1	1	2	4	9	0	0	0	0
ind7	0	0	14	5	0	10	0	1	1	1	1	1	0	8	0	0	0	0	0	0	5	0	0	0	0	11	13	1	1	0	0	7	4	1	0	10	6	0	1	23	0	0	1	1	1	1	5	0	0	1	12	6	6	1	0	0	0	1	2	1	1	0	0	0	0	0	1	0	0	9	1	6	1	0	0	1	1	0	2	0	2	10	0	1	6	2	0	0	0	1	9	1	4	5	1	13	1	1	2	0
ind8	0	0	3	1	0	1	6	0	1	17	2	0	0	0	7	0	1	2	0	2	0	1	1	0	0	1	1	12	1	0	1	10	1	5	0	7	1	11	2	0	1	0	0	0	11	0	0	1	0	1	1	0	1	1	0	1	0	8	0	9	6	3	8	0	6	1	1	0	5	1	1	0	0	9	0	1	0	7	0	0	0	2	18	0	2	1	1	17	0	10	1	4	12	7	0	23	12	11	0	0
ind9	9	1	1	0	0	0	0	0	1	0	5	0	1	0	0	2	0	1	2	9	0	11	0	7	0	0	0	0	0	0	1	1	7	2	0	2	8	0	10	1	0	1	2	0	0	24	2	0	0	10	1	7	0	0	1	0	4	1	0	8	0	0	9	1	11	0	0	0	0	0	3	1	0	1	0	0	0	9	10	1	0	11	9	6	0	0	0	1	0	0	0	2	4	8	0	12	0	8	0	1
ind10	1	1	1	0	1	0	1	1	0	0	0	0	1	18	0	0	0	6	0	0	1	1	1	0	0	0	11	1	1	0	0	0	1	9	0	0	1	5	5	1	8	0	1	1	6	0	1	18	1	0	15	9	8	12	0	4	0	0	0	1	0	0	0	1	1	0	3	0	0	13	0	0	0	1	0	0	0	0	0	8	1	0	0	6	0	0	0	1	9	17	0	1	0	0	14	8	0	1	7	1
